,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,fonte,genero,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,continente
775,766,3700,Serviços,Anthony Pritzker,62,United States,"Hotéis, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
776,766,3700,Tecnologia,John Sall,75,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
777,766,3700,Alimentos e bebidas,Howard Schultz,69,United States,Starbucks,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
778,766,3700,Moda e varejo,Richard Schulze,82,United States,Melhor compra,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
779,766,3700,Imobiliário,Yitzhak Tshuva,74,Israel,Imóveis,Masc,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
780,766,3700,Manufatura,Wang Yanqing & family,56,China,Equipamentos elétricos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
781,787,3600,Diversificado,Rajiv Bajaj,56,India,Diversificados,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
782,787,3600,Diversificado,Sanjiv Bajaj,53,India,Diversificados,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
783,787,3600,Finanças e investimentos,Leonid Boguslavsky,71,Italy,Capital de risco,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
784,787,3600,Finanças e investimentos,Jim Coulter,63,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
785,787,3600,Automotivo,Nicolas D'Ieteren,47,Switzerland,"Autopeças, distribuição",Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
787,787,3600,Imobiliário,Bob Gaglardi,82,Canada,Hotéis,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
788,787,3600,Finanças e investimentos,Jaime Gilinski Bacal,65,United Kingdom,Bancos,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
790,787,3600,Finanças e investimentos,Alan Howard,59,Switzerland,Fundos de hedge,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
791,787,3600,Automotivo,Huang Yi,61,China,Concessionárias de automóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
792,787,3600,Finanças e investimentos,Peter Kellogg,80,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
793,787,3600,Finanças e investimentos,Vyacheslav Kim,53,Kazakhstan,Fintech,Masc,182.75,5.2,180161741180,73.2,11.7,28.4,18513930,Asia
794,787,3600,Finanças e investimentos,Josh Kushner,37,United States,Capital de risco,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
797,787,3600,Finanças e investimentos,"Stephen Mandel, Jr.",67,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
798,787,3600,Diversificado,Mohamed Mansour,75,United Kingdom,Diversificados,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
799,787,3600,Moda e varejo,Masahiro Miki,67,Japan,Calçados,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
800,787,3600,Tecnologia,Masahiro Noda,84,Japan,Software,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
801,787,3600,Tecnologia,Cliff Obrecht,37,Australia,Software,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
802,787,3600,Tecnologia,Melanie Perkins,35,Australia,Software,Fem,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
803,787,3600,Finanças e investimentos,J.B. Pritzker,58,United States,"Hotéis, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
804,787,3600,Moda e varejo,Juan Roig,73,Spain,Supermercados,Masc,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781,Europe
805,787,3600,Imobiliário,Jerry Speyer & family,82,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
806,787,3600,Moda e varejo,Lawrence Stroll,63,Switzerland,Investimentos em moda,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
808,787,3600,Alimentos e bebidas,Wang Junlin,60,China,Bebidas alcoólicas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
809,787,3600,Automotivo,Xia Zuoquan,61,China,"Automóveis, baterias",Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
810,787,3600,Tecnologia,Zeng Fangqin,57,China,Componentes de smartphones,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
811,787,3600,Manufatura,Zhang Jian,54,China,"Bicicletas elétricas, scooters",Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
812,818,3500,Moda e varejo,Rocco Basilico,33,United States,Óculos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
813,818,3500,Saúde,Maurizio Billi,65,Brazil,Medicamentos genéricos,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
814,818,3500,Finanças e investimentos,Fashu Chen,62,China,Investimentos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
815,818,3500,Manufatura,Giuseppe Crippa & family,87,Italy,Teste de microchip,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
816,818,3500,Finanças e investimentos,Daniel D'Aniello,76,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
817,818,3500,Moda e varejo,Claudio Del Vecchio,66,United States,Óculos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
818,818,3500,Moda e varejo,Clemente Del Vecchio,18,Italy,Óculos,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
819,818,3500,Moda e varejo,Leonardo Maria Del Vecchio,27,Italy,Óculos,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
820,818,3500,Moda e varejo,Luca Del Vecchio,21,Italy,Óculos,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
821,818,3500,Moda e varejo,Marisa Del Vecchio,64,Italy,Óculos,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
822,818,3500,Moda e varejo,Paola Del Vecchio,61,Luxembourg,Óculos,Fem,115.09,1.7,71104919108,82.1,26.5,20.4,645397,Europe
823,818,3500,Finanças e investimentos,Walter P.J. Droege,70,Germany,Investimentos,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
824,818,3500,Moda e varejo,Fan Daidi,57,China,Cuidados com a pele,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
825,818,3500,Tecnologia,Peter Gassner,58,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
826,818,3500,Energia,Mikhail Gutseriev,65,Russia,"Petróleo, carvão, imóveis",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
828,818,3500,Alimentos e bebidas,Leng Youbin,54,China,Fórmula infantil,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
829,818,3500,Finanças e investimentos,Daniel Loeb,61,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
830,818,3500,Alimentos e bebidas,Margarita Louis-Dreyfus & family,60,Switzerland,Commodities,Fem,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
831,818,3500,Saúde,Prasert Prasarttong-Osoth,90,Thailand,Hospitais,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
832,818,3500,Finanças e investimentos,Ira Rennert,88,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
833,818,3500,Moda e varejo,Dirk Rossmann & family,76,Germany,Farmácias,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
834,818,3500,Construção e engenharia,Arkady Rotenberg,71,Russia,"Construção, tubulações, bancos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
835,818,3500,Moda e varejo,Remo Ruffini,61,Italy,Jaquetas de inverno,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
836,818,3500,Saúde,Karin Sartorius-Herbst,65,Germany,Biofarmacêutica,Fem,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
837,818,3500,Automotivo,Vivek Chaand Sehgal,66,India,Autopeças,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
838,818,3500,Finanças e investimentos,Scott Shleifer,45,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
839,818,3500,Tecnologia,Thomas Siebel,70,United States,Software empresarial,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
840,818,3500,Manufatura,Wim van der Leegte & family,75,Netherlands,Manufatura,Masc,115.91,2.6,909070395161,81.8,23.0,41.2,17332850,Europe
841,818,3500,Diversificado,Xiao Yongming & family,58,China,Fertilizantes,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
842,818,3500,Tecnologia,Michael Xie,54,United States,Segurança cibernética,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
843,818,3500,Logística,Yang Shaopeng,65,China,Transporte marítimo,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
845,818,3500,Manufatura,Barry Zekelman,56,Canada,Aço,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
846,852,3400,Finanças e investimentos,William Ackman,56,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
847,852,3400,Energia,Somphote Ahunai,55,Thailand,Energia renovável,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
848,852,3400,Metais e mineração,Igor Altushkin,52,Russia,Metais,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
849,852,3400,Alimentos e bebidas,Ramon Ang,69,Philippines,Diversificados,Masc,129.61,2.5,376795508680,71.1,14.0,43.1,108116615,Asia
850,852,3400,Alimentos e bebidas,Acharya Balkrishna,50,India,Bens de consumo,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
851,852,3400,Manufatura,Markus Blocher,52,Switzerland,Produtos químicos,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
853,852,3400,Finanças e investimentos,Cho Jung-ho,64,South Korea,Finanças,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
854,852,3400,Alimentos e bebidas,Alessandra Garavoglia,63,Italy,Espíritos,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
855,852,3400,Moda e varejo,Laurence Graff & family,84,Switzerland,Joias com diamantes,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
856,852,3400,Mídia e entretenimento,"Amos Hostetter, Jr.",86,United States,Televisão a cabo,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
857,852,3400,Esportes,Robert Johnson,75,United States,"Johnson & Johnson, esportes",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
858,852,3400,Finanças e investimentos,Steven Klinsky,66,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
859,852,3400,Moda e varejo,William Lauder,62,United States,Estee Lauder,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
860,852,3400,Alimentos e bebidas,John Middleton,68,United States,Tabaco,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
861,852,3400,Moda e varejo,Hiroshi Mikitani,58,Japan,Varejo on-line,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
862,852,3400,Tecnologia,Bob Parsons,72,United States,Hospedagem na Web,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
863,852,3400,Finanças e investimentos,J. Joe Ricketts & family,81,United States,TD Ameritrade,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
864,852,3400,Imobiliário,Herb Simon,88,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
865,852,3400,Saúde,Leena Tewari,65,India,Farmacêutico,Fem,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
866,852,3400,Mídia e entretenimento,Stefan von Holtzbrinck,59,Germany,Editoras,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
867,852,3400,Alimentos e bebidas,Hans Peter Wild,81,Switzerland,Aromas,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
868,852,3400,Saúde,Wu Guanjiang & family,54,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
869,852,3400,Tecnologia,Yi Zheng,52,China,Software,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
870,852,3400,Tecnologia,Eric Yuan & family,53,United States,Zoom Video Communications,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
871,852,3400,Mídia e entretenimento,Charles Zegar,75,United States,Bloomberg LP,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
872,878,3300,Construção e engenharia,Mohed Altrad,75,France,"Andaimes, misturadores de cimento",Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
873,878,3300,Finanças e investimentos,John Arnold,49,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
874,878,3300,Manufatura,Bill Austin,81,United States,Aparelhos auditivos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
875,878,3300,Manufatura,Chen Shibin,56,China,Produtos de quartzo,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
876,878,3300,Alimentos e bebidas,Bennett Dorrance,77,United States,Sopa Campbell,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
877,878,3300,Alimentos e bebidas,Walter Faria,68,Brazil,Cerveja,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
878,878,3300,Automotivo,Walter Frey,79,Switzerland,Concessionárias de automóveis,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
879,878,3300,Tecnologia,Fu Liquan & family,55,China,Equipamentos de vigilância,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
880,878,3300,Imobiliário,John Gandel,88,Australia,Shopping centers,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
881,878,3300,Construção e engenharia,Peter Gilgan,72,Canada,Construção de casas,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
882,878,3300,Diversificado,Kwek Leng Beng,82,Singapore,Diversificados,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
883,878,3300,Finanças e investimentos,Pablo Legorreta,59,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
884,878,3300,Mídia e entretenimento,Arnon Milchan,78,Israel,Produção de filmes,Masc,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
885,878,3300,Moda e varejo,Akio Nitori,79,Japan,Móveis para casa,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
886,878,3300,Metais e mineração,Julio Ponce Lerou,77,Chile,Fertilizantes,Masc,131.91,2.6,282318159745,80.0,18.2,34.0,18952038,South America
887,878,3300,Finanças e investimentos,Rodger Riney & family,77,United States,Corretora de descontos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
888,878,3300,Diversificado,Phil Ruffin,88,United States,"Cassinos, imóveis",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
889,878,3300,Telecomunicações,Naguib Sawiris,68,Egypt,Telecomunicações,Masc,288.57,9.2,303175127598,71.8,12.5,44.4,100388073,Africa
890,878,3300,Finanças e investimentos,Neil Shen,55,China,Capital de risco,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
891,878,3300,Tecnologia,Gil Shwed,54,Israel,Software,Masc,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
892,878,3300,Finanças e investimentos,Stephen Smith,71,Canada,Finanças e investimentos,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
893,878,3300,Finanças e investimentos,Nik Storonsky,38,United Kingdom,Fintech,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
894,878,3300,Finanças e investimentos,Jeffrey Talpins,48,United States,Fundo de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
895,878,3300,Finanças e investimentos,Carl Thoma,74,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
896,878,3300,Manufatura,Todd Wanek,59,United States,Móveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
897,878,3300,Moda e varejo,Takao Yasuda,73,Singapore,Varejo,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
898,905,3200,Moda e varejo,Giuliana Benetton,85,Italy,"Varejo de moda, investimentos",Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
899,905,3200,Moda e varejo,Luciano Benetton,87,Italy,"Varejo de moda, investimentos",Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
900,905,3200,Manufatura,Arun Bharat Ram,82,India,Produtos químicos,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
901,905,3200,Finanças e investimentos,Ron Burkle,70,United Kingdom,"Supermercados, investimentos",Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
902,905,3200,Manufatura,Chen Kaixuan,64,China,Produtos químicos para o lar,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
903,905,3200,Moda e varejo,Brunello Cucinelli & family,69,Italy,Moda,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
904,905,3200,Manufatura,Antonio Del Valle Ruiz & family,84,Mexico,Produtos químicos,Masc,141.54,3.6,1258286717125,75.0,13.1,55.1,126014024,North America
905,905,3200,Saúde,Gustavo Denegri & family,86,Italy,Biotecnologia,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
906,905,3200,Mídia e entretenimento,Charles Ergen,70,United States,TV por satélite,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
907,905,3200,Tecnologia,David Filo,56,United States,Yahoo,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
908,905,3200,Logística,Lindsay Fox,85,Australia,"Logística, imóveis",Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
909,905,3200,Moda e varejo,Sergei Galitsky,55,Russia,Varejo,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
910,905,3200,Tecnologia,Senapathy Gopalakrishnan,67,India,Serviços de software,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
911,905,3200,Moda e varejo,Luciano Hang,60,Brazil,Lojas de departamentos,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
912,905,3200,Finanças e investimentos,Michael Hintze,69,United Kingdom,Investimentos,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
913,905,3200,Saúde,Hu Baifan,60,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
914,905,3200,Finanças e investimentos,Hamilton James & family,71,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
915,905,3200,Tecnologia,Lee Boo-jin,52,South Korea,Samsung,Fem,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
916,905,3200,Manufatura,Li Liangbin,55,China,Lítio,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
917,905,3200,Manufatura,Liang Feng,54,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
918,905,3200,Saúde,Samir Mehta,59,India,"Produtos farmacêuticos, energia",Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
919,905,3200,Saúde,Sudhir Mehta,68,India,"Produtos farmacêuticos, energia",Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
920,905,3200,Metais e mineração,Aristotelis Mistakidis,61,Switzerland,"Mineração, commodities",Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
921,905,3200,Imobiliário,Geoffrey Palmer,72,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
922,905,3200,Automotivo,Roger Penske,86,United States,Automóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
923,905,3200,Construção e engenharia,Ravi Pillai,69,United Arab Emirates,Construção civil,Masc,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529,Asia
924,905,3200,Finanças e investimentos,David Rubenstein,73,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
