,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,city_of_residence,fonte,citizenship,genero,birth_date,last_name,first_name,residence_state,residence_region,birth_year,birth_month,birth_day,ipca_do_pais,variacao_do_ipca,pib_do_pais,g_tertiary_ed_enroll,g_primary_ed_enroll,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,country_lat,country_long,continente
552,552,4900,Serviços,Tom Golisano,81,United States,Naples,Serviços de folha de pagamento,United States,Masc,1941-11-14,Golisano,Tom,Florida,South,1941,11,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
553,552,4900,Finanças e investimentos,Jonathan Gray,53,United States,New York,Investimentos,United States,Masc,1970-02-04,Gray,Jonathan,New York,Northeast,1970,2,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
554,552,4900,Finanças e investimentos,Bidzina Ivanishvili,67,Georgia,Tbilisi,Investimentos,Georgia,Masc,1956-02-18,Ivanishvili,Bidzina,No subdivisions info,No subdivisions info,1956,2,18,133.61,4.9,17743195770,63.9,98.6,73.6,21.7,9.9,3720382,42.315407,43.356892,Europe
555,552,4900,Metais e mineração,Lim Hariyanto Wijaya Sarwono,94,Indonesia,Jakarta,"Óleo de palma, mineração de níquel",Indonesia,Masc,1928-11-01,Lim,Hariyanto Wijaya Sarwono,No subdivisions info,No subdivisions info,1928,11,1,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
556,552,4900,Saúde,Rudolf Maag,77,Switzerland,Binningen,Dispositivos médicos,Switzerland,Masc,1946-01-31,Maag,Rudolf,No subdivisions info,No subdivisions info,1946,1,31,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
557,552,4900,Alimentos e bebidas,Emanuele (Lino) Saputo & family,86,Canada,Montreal,Queijo,Canada,Masc,1937-01-01,Saputo,Emanuele (Lino),No subdivisions info,No subdivisions info,1937,1,1,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
558,552,4900,Automotivo,Mark Shoen,72,United States,Phoenix,U-Haul,United States,Masc,1950-11-20,Shoen,Mark,Arizona,West,1950,11,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
559,552,4900,Esportes,Dan Snyder,58,United States,Potomac,Comandantes de Washington,United States,Masc,1964-11-23,Snyder,Dan,Maryland,South,1964,11,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
560,552,4900,Diversificado,Chairul Tanjung,60,Indonesia,Jakarta,Diversificados,Indonesia,Masc,1962-06-18,Tanjung,Chairul,No subdivisions info,No subdivisions info,1962,6,18,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
561,552,4900,Energia,Kelcy Warren,67,United States,Dallas,Dutos,United States,Masc,1955-11-09,Warren,Kelcy,Texas,South,1955,11,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
562,552,4900,Moda e varejo,Zhang Tao,50,China,Beijing,Comércio eletrônico,China,Masc,1972-11-01,Zhang,Tao,No subdivisions info,No subdivisions info,1972,11,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
563,567,4800,Moda e varejo,Michael Ashley,58,United Kingdom,Hertfordshire,Varejo de esportes,United Kingdom,Masc,1964-09-12,Ashley,Michael,No subdivisions info,No subdivisions info,1964,9,12,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
564,567,4800,Moda e varejo,Tomasz Biernacki,50,Poland,"Krotoszyn,",Supermercados,Poland,Masc,1973-01-01,Biernacki,Tomasz,No subdivisions info,No subdivisions info,1973,1,1,114.11,2.2,592164400688,67.8,100.0,77.6,17.4,40.8,37970874,51.919438,19.145136,Europe
565,567,4800,Saúde,Bernard Broermann,79,Germany,Koenigstein,Hospitais,Germany,Masc,1943-11-22,Broermann,Bernard,No subdivisions info,No subdivisions info,1943,11,22,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
566,567,4800,Moda e varejo,Jimmy Haslam,69,United States,Knoxville,"Postos de gasolina, varejo",United States,Masc,1954-03-09,Haslam,Jimmy,Tennessee,South,1954,3,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
567,567,4800,Manufatura,H. Fisk Johnson,64,United States,Racine,Produtos de limpeza,United States,Masc,1958-05-19,Johnson,H. Fisk,Wisconsin,Midwest,1958,5,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
568,567,4800,Manufatura,S. Curtis Johnson,67,United States,Racine,Produtos de limpeza,United States,Masc,1955-05-05,Johnson,S. Curtis,Wisconsin,Midwest,1955,5,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
569,567,4800,Manufatura,Helen Johnson-Leipold,66,United States,Racine,Produtos de limpeza,United States,Fem,1956-12-30,Johnson-Leipold,Helen,Wisconsin,Midwest,1956,12,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
570,567,4800,Tecnologia,Vinod Khosla,68,United States,Portola Valley,Capital de risco,United States,Masc,1955-01-28,Khosla,Vinod,California,West,1955,1,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
571,567,4800,Tecnologia,Thai Lee,64,United States,Austin,Provedor de TI,United States,Fem,1958-11-27,Lee,Thai,Texas,South,1958,11,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
572,567,4800,Manufatura,Winifred J. Marquart,63,United States,Virginia Beach,Produtos de limpeza,United States,Fem,1959-04-06,Marquart,Winifred J.,Virginia,South,1959,4,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
573,567,4800,Saúde,Pankaj Patel,70,India,Ahmedabad,Farmacêutico,India,Masc,1953-03-19,Patel,Pankaj,No subdivisions info,No subdivisions info,1953,3,19,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
575,567,4800,Finanças e investimentos,Yu Yong,62,China,Shanghai,Mineração,China,Masc,1961-02-01,Yu,Yong,No subdivisions info,No subdivisions info,1961,2,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
576,580,4700,Diversificado,Maria Fernanda Amorim & family,88,Portugal,Grijo,"Energia, investimentos",Portugal,Fem,1935-01-16,Amorim,Maria Fernanda,No subdivisions info,No subdivisions info,1935,1,16,110.62,0.3,237686075635,63.9,106.2,81.3,22.8,39.8,10269417,39.399872,-8.224454,Europe
577,580,4700,Esportes,Gayle Benson,76,United States,New Orleans,New Orleans Saints,United States,Fem,1947-01-26,Benson,Gayle,Louisiana,South,1947,1,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
579,580,4700,Manufatura,Ali Erdemoglu,63,Turkey,Istanbul,Carpete,Turkey,Masc,1959-11-20,Erdemoglu,Ali,No subdivisions info,No subdivisions info,1959,11,20,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Asia
580,580,4700,Finanças e investimentos,Andre Esteves,54,Brazil,Sao paulo,Bancos,Brazil,Masc,1968-07-12,Esteves,Andre,No subdivisions info,No subdivisions info,1968,7,12,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
581,580,4700,Imobiliário,Carlo Fidani,68,Canada,Toronto,Imóveis,Canada,Masc,1955-01-01,Fidani,Carlo,No subdivisions info,No subdivisions info,1955,1,1,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
582,580,4700,Tecnologia,Hong Ra-hee,77,South Korea,Seoul,Samsung,South Korea,Fem,1945-07-15,Hong,Ra-hee,No subdivisions info,No subdivisions info,1945,7,15,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
583,580,4700,Manufatura,Li Gaiteng,50,China,Shanghai,Secadores de cabelo,China,Masc,1972-04-08,Li,Gaiteng,No subdivisions info,No subdivisions info,1972,4,8,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
584,580,4700,Mídia e entretenimento,Thomas Secunda,68,United States,Croton-on-Hudson,Bloomberg LP,United States,Masc,1954-06-23,Secunda,Thomas,New York,Northeast,1954,6,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
585,580,4700,Diversificado,Zuowen Song,76,China,Longkou,"Alumínio, diversificado",China,Masc,1947-03-19,Song,Zuowen,No subdivisions info,No subdivisions info,1947,3,19,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
586,580,4700,Mídia e entretenimento,Tim Sweeney,52,United States,Cary,Videogames,United States,Masc,1970-12-13,Sweeney,Tim,North Carolina,South,1970,12,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
587,591,4600,Alimentos e bebidas,Bert Beveridge,61,United States,Austin,Vodca,United States,Masc,1962-01-01,Beveridge,Bert,Texas,South,1962,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
588,591,4600,Mídia e entretenimento,Mark Cuban,64,United States,Dallas,"Mídia on-line, Dallas Mavericks",United States,Masc,1958-07-31,Cuban,Mark,Texas,South,1958,7,31,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
589,591,4600,Mídia e entretenimento,Charles Dolan & family,96,United States,Oyster Bay,Televisão a cabo,United States,Masc,1926-10-16,Dolan,Charles,New York,Northeast,1926,10,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
590,591,4600,Tecnologia,Jack Dorsey,46,United States,San Francisco,"Twitter, Square",United States,Masc,1976-11-19,Dorsey,Jack,California,West,1976,11,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
591,591,4600,Energia,Fan Hongwei,56,China,Wujiang,Petroquímica,China,Fem,1967-01-01,Fan,Hongwei,No subdivisions info,No subdivisions info,1967,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
592,591,4600,Metais e mineração,Vladimir Kim,62,Kazakhstan,Almaty,Mineração,Kazakhstan,Masc,1960-10-29,Kim,Vladimir,No subdivisions info,No subdivisions info,1960,10,29,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,Asia
594,591,4600,Moda e varejo,Ronald Lauder,79,United States,New York,Estee Lauder,United States,Masc,1944-02-26,Lauder,Ronald,New York,Northeast,1944,2,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
595,591,4600,Manufatura,Li Chunan,54,China,Fushun,Energia renovável,China,Masc,1968-10-10,Li,Chunan,No subdivisions info,No subdivisions info,1968,10,10,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
596,591,4600,Mídia e entretenimento,Forrest Li,45,Singapore,Singapore,Jogos,Singapore,Masc,1978-01-01,Li,Forrest,No subdivisions info,No subdivisions info,1978,1,1,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
598,591,4600,Moda e varejo,Doug Meijer & family,69,United States,Grand Rapids,Supermercados,United States,Masc,1954-01-22,Meijer,Doug,Michigan,Midwest,1954,1,22,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
599,591,4600,Moda e varejo,Hank Meijer & family,71,United States,Grand Rapids,Supermercados,United States,Masc,1952-02-15,Meijer,Hank,Michigan,Midwest,1952,2,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
600,591,4600,Moda e varejo,Mark Meijer & family,65,United States,Grand Rapids,Supermercados,United States,Masc,1957-10-21,Meijer,Mark,Michigan,Midwest,1957,10,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
601,591,4600,Alimentos e bebidas,Issad Rebrab & family,79,Algeria,Algiers,Alimentos,Algeria,Masc,1944-01-01,Rebrab,Issad,No subdivisions info,No subdivisions info,1944,1,1,151.36,2.0,169988236398,51.4,109.9,76.7,37.2,66.1,43053054,28.033886,1.659626,Africa
602,591,4600,Logística,Fred Smith,78,United States,Memphis,FedEx,United States,Masc,1944-08-11,Smith,Fred,Tennessee,South,1944,8,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
603,591,4600,Finanças e investimentos,Barry Sternlicht,62,United States,Miami,Patrimônio privado,United States,Masc,1960-11-27,Sternlicht,Barry,Florida,South,1960,11,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
604,591,4600,Manufatura,Maximilian Viessmann,34,Germany,Battenberg,Equipamentos de aquecimento e resfriamento,Germany,Masc,1989-02-11,Viessmann,Maximilian,No subdivisions info,No subdivisions info,1989,2,11,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
605,591,4600,Alimentos e bebidas,Russ Weiner,52,United States,Delray Beach,Bebidas energéticas,United States,Masc,1970-05-05,Weiner,Russ,Florida,South,1970,5,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
606,591,4600,Saúde,Xue Min,66,China,Wuhan,Saúde,China,Masc,1957-01-01,Xue,Min,No subdivisions info,No subdivisions info,1957,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
607,611,4500,Alimentos e bebidas,Juan Domingo Beckmann Legorreta & family,55,Mexico,Unknown,Tequila,Mexico,Masc,1967-07-01,Beckmann Legorreta,Juan Domingo,No subdivisions info,No subdivisions info,1967,7,1,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,North America
608,611,4500,Tecnologia,Dietmar Hopp & family,82,Germany,Walldorf,Software,Germany,Masc,1940-04-26,Hopp,Dietmar,No subdivisions info,No subdivisions info,1940,4,26,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
609,611,4500,Tecnologia,Jiang Bin,56,China,Weifang,Componentes acústicos,China,Masc,1966-09-16,Jiang,Bin,No subdivisions info,No subdivisions info,1966,9,16,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
610,611,4500,Tecnologia,Joseph Liemandt,54,United States,Austin,Software,United States,Masc,1968-08-05,Liemandt,Joseph,Texas,South,1968,8,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
611,611,4500,Alimentos e bebidas,Theo Mueller,83,Switzerland,Zurich,Laticínios,Germany,Masc,1940-01-30,Mueller,Theo,No subdivisions info,No subdivisions info,1940,1,30,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
612,611,4500,Tecnologia,N.R. Narayana Murthy,76,India,Bangalore,Serviços de software,India,Masc,1946-08-20,Murthy,N.R. Narayana,No subdivisions info,No subdivisions info,1946,8,20,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
613,611,4500,Moda e varejo,Odd Reitan & family,71,Norway,Trondheim,"Varejo, imóveis",Norway,Masc,1951-09-11,Reitan,Odd,No subdivisions info,No subdivisions info,1951,9,11,120.27,2.2,403336363636,82.0,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946,Europe
614,611,4500,Finanças e investimentos,Marc Rowan,60,United States,New York,Patrimônio privado,United States,Masc,1962-08-19,Rowan,Marc,New York,Northeast,1962,8,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
615,611,4500,Imobiliário,Hussain Sajwani,70,United Arab Emirates,Dubai,Imóveis,United Arab Emirates,Masc,1953-03-01,Sajwani,Hussain,No subdivisions info,No subdivisions info,1953,3,1,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Asia
616,611,4500,Finanças e investimentos,David Velez & family,41,Brazil,Sao Paulo,Fintech,Colombia,Masc,1981-10-02,Velez,David,No subdivisions info,No subdivisions info,1981,10,2,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
617,611,4500,Manufatura,Xu Jinfu,59,China,Guangzhou,Produtos químicos,China,Masc,1964-01-01,Xu,Jinfu,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
619,611,4500,Manufatura,You Xiaoping & family,65,China,Wenzhou,"Produtos químicos, spandex",China,Masc,1958-01-21,You,Xiaoping,No subdivisions info,No subdivisions info,1958,1,21,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
620,624,4400,Saúde,Stéphane Bancel,50,United States,Boston,"Biotecnologia, vacinas",France,Masc,1972-07-20,Bancel,Stéphane,Massachusetts,Northeast,1972,7,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
621,624,4400,Tecnologia,Margot Birmingham Perot,89,United States,Dallas,"Serviços de informática, imóveis",United States,Fem,1933-11-15,Birmingham Perot,Margot,Texas,South,1933,11,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
622,624,4400,Manufatura,Neal Blue & family,88,United States,San Diego,Defesa,United States,Masc,1935-04-04,Blue,Neal,California,West,1935,4,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
623,624,4400,Serviços,Jim Davis,63,United States,Cockeysville,Equipe e recrutamento,United States,Masc,1960-03-13,Davis,Jim,Maryland,South,1960,3,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
624,624,4400,Construção e engenharia,Rafael Del Pino,64,Spain,Madrid,Construção civil,Spain,Masc,1958-07-18,Del Pino,Rafael,No subdivisions info,No subdivisions info,1958,7,18,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
625,624,4400,Saúde,Peter Grogg,81,Switzerland,Liestal,Bioquímicos,Switzerland,Masc,1942-01-10,Grogg,Peter,No subdivisions info,No subdivisions info,1942,1,10,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
626,624,4400,Moda e varejo,Christian Haub,58,Germany,Munich,Varejo,Germany,Masc,1964-07-22,Haub,Christian,No subdivisions info,No subdivisions info,1964,7,22,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
627,624,4400,Imobiliário,Mangal Prabhat Lodha,67,India,Mumbai,Imóveis,India,Masc,1955-12-01,Lodha,Mangal Prabhat,No subdivisions info,No subdivisions info,1955,12,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
628,624,4400,Esportes,Jeffrey Lurie & family,71,United States,Wynnewood,Philadelphia Eagles,United States,Masc,1951-09-08,Lurie,Jeffrey,Pennsylvania,Northeast,1951,9,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
629,624,4400,Finanças e investimentos,Joe Mansueto,66,United States,Chicago,Pesquisa de investimentos,United States,Masc,1956-09-03,Mansueto,Joe,Illinois,Midwest,1956,9,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
630,624,4400,Manufatura,Qian Dongqi & family,65,China,Suzhou,Robôs de limpeza doméstica,China,Masc,1958-01-01,Qian,Dongqi,No subdivisions info,No subdivisions info,1958,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
631,624,4400,Metais e mineração,Mikhail Shelkov,54,Russia,Moscow,Titânio,Russia,Masc,1968-05-30,Shelkov,Mikhail,No subdivisions info,No subdivisions info,1968,5,30,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
632,636,4300,Telecomunicações,Patrick Drahi,59,Switzerland,Zermatt,Telecomunicações,France,Masc,1963-08-20,Drahi,Patrick,No subdivisions info,No subdivisions info,1963,8,20,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
633,636,4300,Finanças e investimentos,Behdad Eghbali,46,United States,Los Angeles,Patrimônio privado,United States,Masc,1976-05-06,Eghbali,Behdad,California,West,1976,5,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
